Date,Open,High,Low,CRV_Close,CRV_Volume,SP500_Close,CRV_simple_return,CRV_log_return,SP500_simple_return,SP500_log_return
2021-01-04,0.675711989402771,0.7276189923286438,0.5835899710655212,0.6769840121269226,95367065,3700.65,,,,
2021-01-05,0.6772400140762329,0.7245370149612427,0.6274030208587646,0.6870149970054626,82062825,3726.86,0.014817166578314112,0.014708464818195665,0.007082539553862066,0.0070575761707220575
2021-01-06,0.6875079870223999,0.7830860018730164,0.6704300045967102,0.7296649813652039,98254303,3748.14,0.06208013587133099,0.060229377478934074,0.005709900559720538,0.00569366086621762
2021-01-07,0.7301030158996582,0.7774339914321899,0.6908040046691895,0.7191320061683655,78180776,3803.79,-0.014435357959938222,-0.014540561399897654,0.01484736429268918,0.014738221178340893
2021-01-08,0.7170979976654053,0.7300180196762085,0.6273919939994812,0.6948620080947876,74108158,3824.68,-0.03374901668317032,-0.03433166141806876,0.005491890982414871,0.005476865536105689
2021-01-11,0.7527300119400024,0.7535369992256165,0.5329110026359558,0.6219549775123596,87221329,3799.61,-0.10492303469336117,-0.11084556964859771,-0.006554796741165214,-0.006576373761664375
2021-01-12,0.621612012386322,0.6692820191383362,0.5922690033912659,0.6227740049362183,57763062,3801.19,0.0013168596658468257,0.001315993366603346,0.0004158321511944507,0.00041574571696605784
2021-01-13,0.6226209998130798,0.6888300180435181,0.6036220192909241,0.6855289936065674,50659096,3809.84,0.10076687236933757,0.09600709360287764,0.0022756031663768717,0.0022730179027713113
2021-01-14,0.6853389739990234,0.7851349711418152,0.6627749800682068,0.7831820249557495,65568158,3795.54,0.14244916299663646,0.1331743465132022,-0.003753438464607517,-0.0037605002910535887
2021-01-15,0.7898160219192505,1.1935980319976809,0.7852439880371094,1.1523879766464231,464387731,3768.25,0.4714178057285394,0.3862264296583437,-0.00719001775768402,-0.007215990506594139
2021-01-19,1.6056619882583618,1.6545870304107666,1.329200029373169,1.336781024932861,198373936,3798.91,0.16000952111895694,0.14842821294575875,0.008136402839514334,0.008103480771510008
2021-01-20,1.3328319787979126,1.6437979936599731,1.261104941368103,1.627511978149414,381598455,3851.85,0.21748584681709904,0.19678795111615566,0.013935576257400273,0.013839368887685784
2021-01-21,1.6272380352020264,1.9099220037460327,1.4582949876785278,1.6820570230484009,539857188,3853.07,0.03351437386101952,0.03296500798783782,0.0003167309215053038,0.0003166807728557909
2021-01-22,1.6747699975967407,2.0944690704345703,1.4429479837417605,1.9702550172805784,512050490,3841.47,0.17133663739287197,0.15814552186077868,-0.0030105863636010755,-0.003015127294928243
2021-01-25,2.267699956893921,2.3092939853668213,1.9758590459823608,2.0124781131744385,264289670,3855.36,0.021430269444073335,0.02120387004202028,0.003615803325289546,0.003609282023548102
2021-01-26,2.0080668926239014,2.230413913726806,1.83543598651886,2.141343116760254,338144768,3849.62,0.0640329963055084,0.06206640200393144,-0.0014888363213811928,-0.0014899457394751568
2021-01-27,2.141433000564575,2.141433000564575,1.7484450340270996,1.81673002243042,263029868,3750.77,-0.15159321819520333,-0.16439506268282705,-0.025677859113367063,-0.02601328989204868
2021-01-28,1.816491961479187,2.197551012039185,1.7659800052642822,2.0677030086517334,301853382,3787.38,0.13814544985917165,0.12940013936394362,0.009760662477304782,0.009713334927599454
2021-01-29,2.0803959369659424,2.1275229454040527,1.8681559562683103,2.047548055648804,282853046,3714.24,-0.009747508669570193,-0.009795326623210351,-0.019311502938707092,-0.019500405967127862
2021-02-01,2.5188639163970947,2.671009063720703,2.3098158836364746,2.528693914413452,323379228,3773.86,0.2349863571881774,0.21105992320773165,0.01605173602136656,0.015924269140718334
2021-02-02,2.536640882492065,2.741971015930176,2.43369197845459,2.508725881576538,260862948,3826.31,-0.007896579622823086,-0.007927922718901107,0.013898236818535858,0.013802541965649213
2021-02-03,2.5065789222717285,2.684915065765381,2.420475006103516,2.62868595123291,251933379,3830.17,0.04781712921978798,0.04670907565353699,0.001008804827627774,0.0010082963259948519
2021-02-04,2.6303510665893555,3.180411100387573,2.5824599266052246,3.022052049636841,528640199,3871.74,0.14964362639798545,0.1394520042605948,0.01085330416143404,0.010794829768938023
2021-02-05,3.022386074066162,3.3620200157165527,3.020219087600708,3.269692897796631,386499188,3886.83,0.08194460058672681,0.0787599781769954,0.003897472454245321,0.0038898969855535024
2021-02-08,2.9899580478668213,3.214351892471313,2.856071949005127,3.073446035385132,304219292,3915.59,-0.060019967790781004,-0.06189664627432706,0.007399345996609075,0.007372105129886368
2021-02-09,3.070625066757202,3.2817249298095703,2.948275089263916,3.1898770332336426,298821577,3911.23,0.03788288341751245,0.037182949300476706,-0.0011134975827398197,-0.0011141179817578345
2021-02-10,3.1786820888519287,3.379111051559448,2.9017810821533203,3.094054937362671,360934771,3909.88,-0.030039432515000408,-0.030499860388346643,-0.0003451599624669788,-0.0003452195438772965
2021-02-11,3.089931964874268,3.551772117614746,3.013346910476685,3.551772117614746,364715884,3916.38,0.14793440631090626,0.1379641589051358,0.0016624551137118804,0.0016610747648429303
2021-02-12,3.5511250495910645,3.597501039505005,3.2739949226379395,3.3947479724884038,318877039,3934.83,-0.04421008441042518,-0.045217143647479315,0.004710983101741784,0.004699921149026049
2021-02-16,2.7176029682159424,2.8592140674591064,2.5548369884490967,2.67113995552063,249517463,3932.59,-0.2131551510839722,-0.23972419241913345,-0.0005692749114954987,-0.000569437009979914
2021-02-17,2.674571990966797,2.8706350326538086,2.500581979751587,2.7858879566192627,218506574,3931.33,0.042958438348194905,0.04206132704461316,-0.0003203995331321208,-0.0003204508720288016
2021-02-18,2.786417007446289,3.0086519718170166,2.73722505569458,2.8059868812561035,177000849,3913.97,0.007214548808068821,0.007188648449144602,-0.004415808390544673,-0.00442558686962702
2021-02-19,2.809777975082397,2.869420051574707,2.5690488815307617,2.629528045654297,182687955,3906.71,-0.06288655046128178,-0.06495092665707232,-0.0018548941356217874,-0.0018566165820490526
2021-02-22,2.907283067703247,2.9099910259246826,2.109771966934204,2.5805139541625977,328514349,3876.5,-0.0186398816216099,-0.01881579363077272,-0.007732849379657014,-0.007762902892533376
2021-02-23,2.5771360397338867,2.595482110977173,1.7501369714736938,2.1274330615997314,397764324,3881.37,-0.1755777727270208,-0.19307246857167804,0.0012562878885591378,0.0012554994192235645
2021-02-24,2.1331799030303955,2.387280941009521,2.009171962738037,2.154254913330078,225774968,3925.43,0.012607612532907542,0.012528798333933352,0.01135166191319037,0.011287715277782164
2021-02-25,2.1537420749664307,2.330919981002808,1.999506950378418,1.9995269775390625,159437854,3829.34,-0.07182433928018062,-0.07453427454017555,-0.024478846903396523,-0.024783434790564104
2021-02-26,2.007927894592285,2.092427968978882,1.7994920015335083,1.925629019737244,166699305,3811.15,-0.036957719816698376,-0.037657963492235436,-0.004750165824920272,-0.004761483718072275
2021-03-01,1.764032006263733,2.0019330978393555,1.7590010166168213,1.9952729940414429,126922023,3901.82,0.03616686993723328,0.03552820223467709,0.023790719336683086,0.023512130081996933
2021-03-02,1.9978820085525515,2.565579891204834,1.986780047416687,2.5299251079559326,479160722,3870.29,0.2679593797496087,0.23740882060412094,-0.008080844323930969,-0.008113671312552936
2021-03-03,2.5213348865509038,2.629373073577881,2.268523931503296,2.2864649295806885,295971326,3819.72,-0.09623216814190572,-0.10118277474050233,-0.01306620434127681,-0.013152318131987126
